Tokens	Score
shattered	-4
suicide	-6
entertaining	4
irony	0
exhausted	-3
complainers	-3
insane	-4
lazy	-3
wrong	-4
loyally	4
indecisively	-1
yeah	2
awful	-4
justice	5
pay	-1
struggling	-4
gorgeously	5
tremulous	-2
preciously	4
grand	4
stupidity	-4
overload	-3
livid	-5
steal	-4
ease	3
sob	-2
exonerated	4
ass	-5
delectably	5
friendliest	5
surprises	2
helps	3
comedown	-2
joking	2
benefit	4
obsolete	-2
empty	-2
share	2
harmonies	3
collisions	-2
bitchily	-5
lmfao	5
gg	2
congrats	5
puke	-5
misinformed	-3
helpful	4
pressured	-2
hopes	4
wisely	4
wtg	4
wtg	4
disconsolate	-5
sarcastic	-2
gossipping	-4
distorted	-4
bastards	-6
sluts	-5
cries	-4
clever	4
rebelliousness	-2
scare	-4
escapes	1
disguises	-2
battlefield	-3
strikes	-3
honestly	4
lawsuit	-2
divinities	4
lover	5
fatalism	-1
bully	-4
humiliatingly	-5
anxiety	-1
hurrah	5
deliciously	4
humorists	3
confusions	-2
problematically	-4
slavery	-7
sentimentalizing	2
ignoramus	-4
misbehaving	-4
exhaustively	-1
favorite	4
award	5
distracts	-3
obsessed	-1
lowe	1
freed	4
clarifies	2
dumber	-3
loneliness	-4
profits	4
champion	5
thrillingly	4
neglect	-4
divined	2
foreclosure	-1
asset	3
ignore	-3
confident	4
poverty	-5
painfully	-5
tricker	-2
sarcasms	-2
hero	5
paranoid	-2
reaching	2
importantly	3
prize	5
rapture	1
values	4
value	3
dreams	4
heroine	5
nag	-3
rotfl	5
blockbuster	5
overlooked	0
inferior	-4
faggots	-6
grey	0
intelligentsia	3
astounding	4
safecracker	-1
careless	-3
happiness	5
calming	4
inspiring	4
laugh	5
perfectionists	0
pride	3
cancelled	-2
thankfully	4
fraudster	-5
no	-2
dumbfounding	-2
perfect	5
loser	-5
violator	-5
trivialise	-2
horribleness	-5
gross	-4
privileged	4
trivialises	-2
perverse	-4
jollying	5
magnification	2
legally	1
bitchiest	-6
solid	1
admirer	4
wises	3
kills	-5
smothers	-4
worn	-2
mockeries	-3
woebegone	-5
masterpiece	6
litigation	-2
important	2
charm	4
proactive	4
piteous	-2
hate	-5
upsetting	-4
alert	2
pricked	-1
emptiest	-4
shitted	-4
misbehave	-4
sickening	-5
sarcasm	-2
brilliance	5
fury	-5
romantics	4
gossiping	-3
=/	-3
freeloader	-1
biased	-2
betrayal	-5
superb	6
trickier	-1
grouch	-4
justice	5
doa	-5
evildoer	-6
privilege	3
respect	4
stinkbug	0
growing	1
irony	0
sucker	-5
helpless	-4
luckily	5
slashing	-2
weepies	-3
enjoyed	5
tragicomic	0
preciousness	4
adventurer	2
welcome	4
sappy	-2
recommend	3
splendor	6
freelancing	1
distractedly	-2
freestyles	0
tenderer	1
fuck	-5
disparage	-4
exploits	-3
riots	-5
damaged	-4
ethical	5
distrust	-4
bothering	-3
collide	0
ecstasies	5
security	3
reassuring	4
meaningless	-4
grievance	-4
picturesque	3
braves	4
doubts	-2
masterpieces	5
comedians	2
cynical	-3
harshest	-5
smarter	4
irritating	-4
slut	-5
nigger	-6
overload	-3
bravely	5
unhealthy	-5
united	4
elegantly	4
conflicting	-4
aggressive	-1
profiting	3
ineffectual	-2
wrong	-4
squelched	-2
crushed	-4
slam	-3
heartbreaker	-4
supportive	2
heartbreaking	-4
warmth	4
grosser	0
grosser	0
screwup	-4
unimpressive	-3
denier	-3
funeral	-3
adventurously	3
contender	1
hatefully	-5
awful	-4
upsetting	-4
profit	4
desperately	-3
moaning	-1
ugly	-5
dubious	-3
whiner	-2
weeping	-4
banish	-4
passions	4
strikers	-1
moron	-4
illiteracy	-4
advantages	3
yummy	5
supported	3
vision	2
sincere	4
laugh	5
swindling	-4
intellectualism	4
forget	-2
restless	-2
faults	-4
murderers	-6
terrorism	-6
greedy	-3
idealizing	3
agreeability	4
postpone	-2
ffs	-5
boresome	-3
proud	4
decisive	2
natural	3
freeway	0
misunderstood	-3
geek	-2
intense	0
survived	5
doubtlessly	2
love	6
isolated	-3
complimentary	4
fool	-4
rash	-4
annoying	-4
annoying	-4
foolproof	3
penalty	-4
wickedly	-4
effective	4
irresistible	3
merrily	5
vindicates	3
arrogance	-5
won	5
no	-2
treasure	2
rejected	-5
approves	4
supported	3
holidays	3
dangers	-4
surprise	2
paradise	6
benefits	3
disappointing	-4
confused	-3
winners	4
woohoo	5
stuck	-2
unfair	-4
gracious	5
trapped	-5
worshiper	2
greedily	-4
disparaged	-3
resignedly	-1
amusement	3
merrier	4
alive	3
stupid	-5
boldfaced	0
friendship	4
pretty	4
supporting	4
fresh	3
empty	-2
antagonist	-4
charmed	4
classy	4
visionary	5
playfulness	2
indoctrinate	-3
wimpish	-3
grand	4
enthusiasm	4
undermined	-3
hatefulness	-6
heavenward	3
manipulation	-2
gains	3
outstanding	6
strongbox	1
nme	-4
astonished	3
humors	3
freezes	0
hug	4
tenderize	0
cruelty	-5
failure	-5
neurotically	-4
disruptions	-3
healthy	4
idiotic	-5
loneliness	-4
stimulated	2
pretend	-1
swindle	-5
tmi	0
excellence	6
kissing	5
violation	-4
warfare	-2
error	-4
adorable	4
wimpiest	-2
comedic	4
chance	2
ignorance	-3
flexibly	3
helpfully	5
vital	2
imprisoned	-4
excitements	4
sentimentality	2
grievers	0
difficultly	-4
certainty	2
stopped	-2
crappy	-5
praising	5
defences	0
freely	4
futile	-4
disappointed	-4
scarey	-4
stuttering	-3
offensiveness	-5
fights	-4
deny	-3
naive	-2
pitilessly	-4
actives	2
pervert	-5
pervert	-5
heron	0
gross	-4
stunned	-1
swearing	-2
honourable	4
wisecracks	0
repetitive	-2
inferior	-4
enslaves	-3
brutalising	-5
trapped	-5
jealousy	-3
worthless	-4
ruination	-5
cares	4
silencing	-1
weaknesses	-3
miss	-1
stable	2
contemptibly	-3
ruined	-4
immune	2
mad	-4
revered	5
phobia	-3
dick	-5
honorable	5
dreadnought	-1
spam	-3
cleverer	4
original	3
cheated	-5
block	-4
rapists	-6
haters	-4
splendiferous	5
shyer	-2
impressionist	2
smuggler	-4
adventurer	2
jaunty	2
chastised	-4
haunted	-4
terror	-5
funnier	4
impress	4
pukka	5
cheerful	5
hopeful	5
parties	4
slap	1
wrong	-4
desperations	-4
jealous	-4
wasted	-4
terrorises	-6
whore	-6
isolationism	1
foolish	-2
terrors	-5
hesitating	-3
horribly	-5
darlings	4
champion	5
credited	3
fantastic	5
snafu	-5
destruction	-5
regretful	-4
love	6
matter	0
choke	-5
truly	4
sad	-4
generous	5
misery	-5
competent	3
praiseworthy	5
rancid	-5
fatal	-5
attraction	4
poison	-5
trap	-3
riot	-5
joy	5
feeling	1
pitiable	-2
dynamos	0
tragic	-4
cheerleader	2
hated	-6
beautiful	5
popular	4
popular	4
casually	1
uptightness	-2
notorious	-4
unmatched	0
shared	3
boring	-3
unacceptable	-4
peacetime	4
ideals	2
humorous	3
steals	-5
lovingly	6
slaw	4
kissing	5
challenging	1
dreadful	-4
horror	-5
favorite	4
tolerantly	1
scarecrows	-1
traumatized	-4
resolute	2
liberty	5
forced	-4
fascinating	5
disgusting	-5
victimize	-5
opportunities	3
neath	0
drowned	-5
worshipper	1
slutty	-5
nifty	4
hilarious	4
tricksters	-3
adventurer	2
timid	-2
safekeeping	3
persecute	-4
catastrophic	-4
flu	-3
dumps	-4
bothersome	-3
neatness	3
respectable	4
top	2
sweetheart	6
visions	2
weakling	-3
adventure	3
goddamned	-4
funnymen	3
progress	4
rofl	5
sympathetic	5
humor	2
pleasant	5
lied	-3
stinko	-3
cutest	5
hug	4
lover	5
prize	5
winner	5
creditably	4
excelsior	1
lack	-3
aggravating	-2
wealthier	4
sweeties	4
unsettled	-3
bravest	5
excels	5
supremacy	0
growth	3
disaster	-6
supremo	4
horrendously	-4
struggles	-3
war	-5
disappoints	-3
invite	1
rejected	-5
fervid	1
disruption	-3
wtf	-5
meritocracy	1
freelancer	2
weapon	-2
mia	-2
grievous	-4
feeble	-2
shook	-1
prize	5
loss	-3
tease	-3
optimism	5
romances	3
special	4
glamour	5
injury	-4
vulnerabilities	-1
burden	-4
inspire	5
moronically	-3
possessive	-2
sadly	-4
huge	3
honors	5
crime	-5
losers	-5
bothered	-3
terrified	-6
disillusioned	-4
applauds	3
pita	-5
decays	-4
decay	-4
thriller	1
suspected	-2
enjoying	5
critic	-2
harmlessness	2
spite	-5
restful	3
sweet	4
please	3
torn	-2
torturer	-5
pardoning	4
fault	-4
awarded	4
snob	-4
son-of-a-bitch	-5
noble	4
bastard	-5
champions	5
championships	4
usefully	4
surer	2
escaping	0
goodness	4
prominent	3
fallen	-3
courageously	5
libertarians	0
motivation	3
trustworthy	5
illiteracy	-4
merriest	5
brightest	6
refused	-2
insultingly	-5
devil	-6
beauty	5
worshipful	1
relax	4
terrible	-4
masterpieces	5
masterpiece	6
wins	5
terrorism	-6
lenient	2
destroys	-5
amor	6
grimly	-3
unwelcome	-4
popularised	2
please	3
axed	-3
disagreeable	-4
ungrateful	-4
domination	0
hoax	-2
radiance	3
endorses	3
beautifully	5
shakers	0
destroy	-5
witch	-3
teasers	-1
grey	0
violent	-5
neurotic	-3
swear	0
ecstasy	5
scandalous	-5
exaggerates	-1
sigh	0
bamboozles	-3
amusements	3
good	4
doubtfully	-2
traumatise	-5
slickest	0
horrible	-5
maniacs	-2
threateningly	-4
morons	-3
touts	0
talented	5
violator	-5
optimized	4
undecided	-2
evils	-5
sucky	-4
shaken	0
kindness	4
confidence	5
lousier	-4
kidding	1
screwball	0
fraud	-5
guiltless	2
admit	2
overweight	-3
disadvantageous	-4
absolved	3
enjoys	5
loused	-2
sparkle	4
rant	-3
fine	2
clever	4
friends	4
missing	-2
hurt	-5
irritability	-3
conspiracy	-5
86	-3
beneficence	5
gloriously	5
defectives	-4
freakishness	-3
tense	-3
severely	-4
luck	4
apathy	-2
infringement	-4
hooray	5
neat	4
idealistic	4
vicious	-3
raping	-7
cherish	3
beauties	5
revenger	-4
mockery	-3
virtuosic	4
sentence	0
bad	-5
nice	4
inhibiting	-1
magnificent	5
disrespect	-4
crying	-4
dullish	-2
ability	3
cuts	-2
fabulous	5
distracting	-2
exonerated	4
injured	-4
champaign	0
longing	0
thoughtful	3
champaign	0
warm	2
kiss	4
cherished	5
battleground	-4
dirtiest	-5
friend	4
dorkiest	-2
worriedly	-4
menaced	-4
flirted	0
interrupted	-2
intellectual	5
popularising	2
lame	-4
sentenced	0
savages	-5
disappoint	-4
prominent	3
pretend	-1
faith	4
crap	-3
wimpy	-2
disagree	-3
fooled	-3
chuckleheads	-2
creativity	3
divines	2
shamefaced	-5
painful	-4
distress	-5
calm	3
graves	-2
masochist	-4
fan	3
ashamedly	-4
disputes	-2
weeps	-3
yeah	2
respectable	4
respects	3
despair	-3
fraudulence	-5
paradise	6
cheerful	5
romantic	4
perverseness	-4
credit	3
horrifying	-5
brilliant	5
exploiting	-4
focused	3
gross	-4
popularization	3
failed	-5
exhausted	-3
heroin	-4
disillusioning	-3
screwdrivers	0
worries	-4
joy	5
maniacs	-2
supremacy	0
brilliant	5
loser	-5
badly	-4
gun	-3
legally	1
lucking	2
ready	3
champions	5
conflictive	-4
peace	5
bold	3
fatiguing	-2
sunny	4
creationists	1
romanticized	2
lowlands	0
collapse	-4
enemies	-4
weirdness	-2
comedy	3
stab	-5
cramp	-2
dehumanized	-4
dork	-3
worships	3
okay	2
boost	4
bitches	-5
passionate	5
g1	3
curious	3
terribly	-5
disasters	-5
cleaner	1
confronting	-1
reinvigorated	4
damaged	-4
deprive	-4
cheerleaders	2
survived	5
pu	-2
chagrin	-4
grouchiness	-4
avid	2
chances	2
stinking	-5
festival	4
mourned	-3
celebrated	5
easy	4
threat	-5
apologises	2
peaceful	4
goddam	-5
fake	-4
treasured	5
passion	4
useless	-4
amazon	1
twat	-6
loser	-5
melancholia	-1
classy	4
stolen	-4
distrusting	-4
isolation	-4
killings	-6
protest	-2
exclusive	1
scoop	1
scary	-4
spark	2
gravestones	-1
screwiest	-4
alienation	-2
agreeable	4
encouragements	4
vitalize	3
cancer	-6
fired	-5
kill	-6
excruciating	-6
moody	-3
valuing	3
bittersweet	0
successions	0
confusingly	-3
saved	4
mindless	-4
kiss	4
depressed	-5
protest	-2
stable	2
diviner	0
rudest	-5
destroys	-5
undermines	-3
sickening	-5
litigation	-2
vitally	2
abilities	2
laughing	4
horrible	-5
adopt	1
glamorously	4
ruining	-2
talents	4
brave	5
dirtiest	-5
offensive	-4
offence	-2
sceptical	-2
reinvigorated	4
crime	-5
bliss	5
weaker	-4
laughed	4
boredom	-3
weird	-1
fav	4
treasure	2
thank	3
acceptable	3
woo	4
worthy	4
ridicule	-4
repress	-3
unacceptable	-4
prepared	2
surviving	2
festive	4
obnoxiousness	-4
intense	0
sweet	4
disgustingly	-5
stopped	-2
enthusiastic	4
chilling	0
anxiousness	-2
truths	4
wiser	2
cleverness	5
arrogance	-5
solve	2
dodgy	-2
kewl	3
thoughtfully	4
acquitted	2
weirds	-1
congratulations	5
wise	4
feud	-3
feuds	-3
coerced	-3
devastations	-4
reject	-4
heartbroken	-6
lousiest	-5
champagne	2
riot	-5
effectively	4
respectfully	4
funerals	-3
favour	4
easing	2
nastier	-5
lamebrained	-5
perfectionist	3
unstoppable	-2
talents	4
tx	3
romanticise	4
supremacists	-2
easy	4
virtues	3
accusations	-3
appreciated	5
emergency	-3
anxiously	-2
frighting	-3
libertarians	0
relaxers	3
teas	0
horrors	-5
bullied	-6
damned	-3
masochists	-2
wow	5
enjoyment	5
snobs	-3
war	-5
disappointing	-4
wonderfully	5
appreciations	4
gravely	-3
invincible	4
thrilling	4
discredited	-4
hatred	-6
error	-4
exploited	-4
poised	2
vigour	2
bores	-3
fatality	-6
whored	-5
incompetent	-4
unfortunate	-4
hugs	4
victimised	-3
terribleness	-4
battlegrounds	-1
convincing	4
feudal	-2
restored	3
appreciators	3
perfection	5
sure	3
blurry	-1
supreme	5
enthusiastically	5
mistakenly	-2
safer	4
flirting	2
solution	3
ha	3
worry	-4
warn	-1
accepting	3
prisoners	-5
legal	1
depressing	-3
disillusionment	-4
smiled	5
lovely	5
seduced	-3
merit	4
villainy	-5
mistakes	-3
appreciator	5
rancid	-5
care	4
scrumptious	4
shittiest	-6
teased	-2
distrusted	-5
faith	4
nervousness	-2
victimizer	-4
inspiration	5
hide	-1
thrilled	4
definitely	4
solving	3
grander	4
festivalgoers	2
entitled	2
novel	3
controversial	-2
neglects	-4
applauding	4
playing	2
affectionate	4
energetic	4
excited	3
thrillers	0
scared	-4
mandatory	0
positives	5
sunniest	5
rapists	-6
peacefully	5
confusedly	-1
easier	4
anxiety	-1
triumphant	5
motivation	3
dauntless	5
brainwashing	-3
humorously	5
ugly	-5
lowish	-2
motivation	3
dangerous	-4
values	4
comfortable	5
screwed	-4
succeed	4
cry	-4
creations	3
ridicules	-4
tranquillity	4
comedic	4
screwed	-4
lovingly	6
cheats	-4
party	4
bullying	-5
safe	4
grins	2
flops	-3
ecstasy	5
vulnerable	-2
swearing	-2
witch	-3
ideal	5
stricken	-5
safeguarding	2
violence	-6
wiseacre	-2
acrimonious	-4
rape	-6
rescue	5
rescued	4
unbiased	0
warning	-3
expelled	-2
alone	-2
lazy	-3
war	-5
bright	4
frightened	-4
freethinking	2
distrusts	-3
unsatisfied	-4
happy	5
resentment	-4
glamorously	4
benefitted	4
battleship	0
blessings	5
wtf	-5
beautiful	5
hoax	-2
thank	3
yes	4
grossing	0
welling	3
sad	-4
mad	-4
disdain	-4
nerd	-2
sux	-3
lunatics	-3
giggler	1
yay	5
die	-5
seduced	-3
kindly	4
survived	5
champagne	2
complaints	-4
grievances	-3
dumper	-2
perverted	-5
substantial	2
treason	-4
stout	1
lackadaisical	-3
sucked	-4
ludicrous	-3
dissatisfaction	-4
scoop	1
screwdriver	0
accidents	-3
complain	-3
menace	-4
screwier	-1
rejoice	4
tard	-5
shyer	-2
restored	3
ineffectiveness	-3
gain	5
critical	-3
neatness	3
messed	-3
miracle	5
amor	6
appall	-5
well	2
giggles	2
moron	-4
whimsical	0
elegance	4
diving	0
adventurers	2
brave	5
credits	3
haunting	-2
eerie	-3
spirited	3
guilt	-2
heavenly	6
complaints	-4
rash	-4
decays	-4
devotedly	3
tenses	-2
impressiveness	4
sophisticated	5
vigorously	1
costly	-1
credited	3
savaged	-4
delight	5
love	6
felony	-5
effin	-5
graces	3
bravery	4
contentedly	4
solve	2
truth	3
abandonment	-5
cheerful	5
antagonist	-4
depressingly	-5
splendour	4
praised	4
hostilities	-4
intelligent	4
hurts	-4
fun	5
battling	-2
sucky	-4
appalled	-4
debonair	2
abusive	-6
strange	-2
dearly	4
nagging	-4
stimulating	4
crueler	-5
apathy	-2
despaired	-5
fascination	4
glamourous	4
stealing	-5
stolen	-4
attackers	-5
frustration	-4
vile	-6
splendorous	4
trivialized	-1
saddened	-5
courageous	5
faulting	-3
demanding	-2
unlovable	-5
stinkiest	-4
numbly	-3
contender	1
jokes	2
delicates	1
gagged	-3
recommends	2
assassination	-5
comforts	4
survivor	3
careful	1
comprehensive	2
jolliness	5
innovative	4
whining	-2
championed	2
battlements	-1
laidback	1
dumbass	-5
likeable	4
worshipped	5
weirdo	-4
questionable	-2
complainant	-1
impresses	4
failed	-5
trapped	-5
successful	5
killer	-6
problems	-4
yes	4
sobbing	-3
importantly	3
poor	-4
prizes	4
dick	-5
plays	2
scream	-4
neat	4
satisfactions	4
hating	-5
weakly	-4
kind	5
number	0
legal	1
want	0
despairs	-5
injustice	-5
intellectuals	3
fun	5
retard	-5
anguish	-5
lucky	4
dissatisfied	-3
entertaining	4
surely	4
ruin	-5
dirt	-3
creativity	3
trickiest	-2
troubles	-4
shylock	-4
freeze	0
boredom	-3
pukes	-4
privilege	3
poor	-4
evils	-5
awesome	6
sigh	0
successfully	4
wonderful	5
snubs	-4
talentless	-3
ferociousness	-2
vindicate	0
blocking	-3
ill	-4
waste	-4
free	5
fun	5
worship	2
heartwarming	4
dooming	-5
hurting	-4
beautifulest	5
turmoil	-3
axe	-1
prick	-3
prick	-3
frightened	-4
antagonizes	-1
peacekeeping	4
fought	-3
aggressed	-3
puzzled	-1
valuing	3
charity	4
warmheartedness	5
benevolent	5
beneficent	5
ominous	-3
crazy	-3
messed	-3
complaining	-2
offended	-2
obsession	-3
definitely	4
glamourize	2
lya	6
defeated	-4
rotten	-5
tease	-3
admit	2
outraged	-5
rewarded	4
success	5
irritation	-5
excitement	4
promises	3
numbing	-2
difficult	-3
nerves	-1
attack	-4
hysterics	-4
impressively	4
rotflol	6
refuse	-2
discontented	-4
darling	5
hesitance	-2
perfected	5
idk	-1
tense	-3
zealots	-2
hysterical	0
dejected	-4
nerdy	0
embarrassed	-3
sucked	-4
entertainer	3
ineffectualness	-3
battleship	0
trivialization	-2
gullible	-3
boycotting	-4
retarded	-5
,cute	4
warning	-3
advantageously	4
miss	-1
partying	3
heartless	-4
pita	-5
disappointing	-4
brutally	-6
ridiculous	-3
defense	1
leave	0
distraught	-5
idealism	4
credit	3
lose	-4
dumped	-4
traumatised	-5
plays	2
unjust	-5
,seriously	-1
,waste	-4
divinity	5
agonized	-4
anger	-5
slashing	-2
glad	4
fighters	0
giggling	3
sceptical	-2
pleases	4
ass	-5
gullibility	-3
enlighten	5
daring	3
shame	-4
chaos	-5
freely	4
paranoids	-3
boreal	0
rancidly	-5
refused	-2
stealers	-4
harmonize	4
kidding	1
committed	2
lethargy	-3
enlighten	5
entertain	3
dirty	-4
crap	-3
peaceful	4
accepting	3
boring	-3
splendour	4
laughed	4
fearfulness	-4
innocent	3
yeah	2
agree	3
award	5
lonesome	-3
limited	-2
freethinker	2
romancing	4
unstoppable	-2
freezers	0
promise	3
gratify	3
masochist	-4
lunatic	-4
freestyle	1
superior	5
lament	-4
beneficiary	4
want	0
rob	-5
apology	0
confronter	0
worse	-4
kisses	5
cheered	5
embarrassment	-4
laments	-3
petrification	0
risks	-2
weird	-1
bashful	0
struck	-2
approved	4
vanity	-2
illness	-4
dulled	-3
tension	-3
amusing	3
propaganda	-2
triumph	4
libertines	1
sucker	-5
dreadfulness	-6
popularizing	3
beauteous	5
daring	3
complimenting	5
disruptions	-3
ruined	-4
disastrous	-5
inhibition	-3
tits	-2
talents	4
contempt	-5
delights	4
promise	3
wimp	-3
applauded	3
freer	2
wicked	-5
dismayed	-4
racism	-6
molests	-6
astounding	4
bright	4
burden	-4
laugh	5
negative	-5
decayed	-3
weepie	-1
please	3
complaining	-2
banned	-4
pressurized	0
whining	-2
adventured	3
contradictorily	-2
funnier	4
importantly	3
downside	-2
admirers	4
giggles	2
evildoer	-6
lower	-2
fame	4
hates	-4
significance	2
badly	-4
needy	-3
hiding	-2
bold	3
hardy	4
endorsement	3
crash	-4
shame	-4
loves	5
successes	5
helping	2
warring	-4
punishment	-4
exonerates	3
unsupported	-4
prizefighting	1
strangely	-2
grim	-5
fool	-4
lowlights	0
goddamn	-4
bizarre	-3
antagonist	-4
reinvigorate	5
doubt	-3
pleasant	5
smiler	4
peacefulness	4
highlight	3
hahaha	5
sparkling	2
won	5
nuts	-3
scaremongers	-4
tragedian	-1
dodgy	-2
adversity	-4
sappy	-2
loving	5
caring	4
horridly	-3
improved	4
ridiculousness	-2
offences	-3
merit	4
wise	4
impressionism	2
safer	4
wept	-4
ghost	-3
hurray	5
suspicions	-3
starves	-5
forgivable	4
inspiration	5
tgif	5
nervous	-2
detached	-1
gag	-3
warfare	-2
entitled	2
collision	-3
mischief	-3
fulfilled	4
creationist	2
distressed	-4
wiseass	-4
rainy	0
nagging	-4
dumbing	-1
satisfaction	4
heartbreaking	-4
glamor	4
tenser	-3
freezing	-1
supporting	4
collapsed	-2
wronged	-4
downhearted	-5
admire	4
unclear	-2
irritating	-4
fulfill	4
lousiness	-4
terrorist	-6
prepared	2
credits	3
happing	2
cocky	-1
dignities	3
shake	-1
flattering	3
anticipation	1
dumbest	-5
granting	3
rescues	3
degrading	-5
glum	-4
flu	-3
friends	4
bummer	-3
neatly	3
lovingness	5
apologised	1
overreact	-2
bored	-2
douchebag	-6
xtc	2
ugliest	-5
alive	3
strange	-2
loser	-5
troublesome	-5
mocked	-3
dreads	-3
kudos	5
chance	2
outrageously	-2
neatened	4
troubleshooting	1
disaster	-6
wasted	-4
admiralty	2
winnings	5
futile	-4
intellectual	5
die	-5
paradise	6
catastrophe	-6
looms	-1
disbelieve	-2
fatally	-6
frenzy	-3
idealistic	4
stop	-2
moodiest	-4
tougher	1
harsher	-4
ok	2
god	2
ilu	6
nice	4
grieve	-3
boycott	-3
celebrate	5
uneasy	-3
overstatement	-2
offensives	-2
inferiorly	-4
benevolence	4
stupid	-5
amusing	3
freebasing	-1
molested	-4
romantic	4
unified	3
ruin	-5
argumentive	-3
unbelievable	2
smiles	4
kindness	4
obsessive	-2
stereotype	-3
admitted	1
ignorant	-2
libertarian	2
bloody	-4
selfishness	-4
glorifiers	3
thankful	5
exhaustion	-3
flirtatiousness	1
creditor	0
idealism	4
awesome	6
cheer	5
honesty	4
cheer	5
peril	-4
gift	4
ok	2
impatience	-4
detained	-4
homesickness	-4
offence	-2
gratitude	5
respected	4
ha	3
hail	0
odd	-3
steadfast	2
freeman	4
attachment	2
champ	4
safely	4
surely	4
disgrace	-4
best	6
awaits	0
clean	4
lame	-4
defectiveness	-4
prejudicially	-3
offense	-2
denounces	-4
miracle	5
funnyman	3
alienation	-2
agonizing	-5
saddened	-5
hailed	2
destroyed	-4
lively	4
vicious	-3
obsessive	-2
fun	5
whores	-6
critical	-3
relentless	0
heaven	5
weapon	-2
adores	3
bad	-5
revenge	-5
stinkbugs	-2
motivated	4
likes	4
contentment	3
happy	5
beautician	2
weary	-2
rape	-6
fired	-5
liked	4
cruel	-5
crazed	-1
vitamin	2
noble	4
congratulations	5
empty	-2
abandon	-4
condemned	-4
dumped	-4
intelligence	4
louse	-3
inhibitions	-2
worships	3
resolving	3
humorous	3
perplexed	-3
iou	1
regrets	-3
lethargy	-3
stereotyped	-2
fault	-4
award	5
welcomed	3
poisoner	-5
whine	-3
dangers	-4
sentimentality	2
devilish	-4
sluttiest	-6
impolite	-3
disturbances	-3
stutter	-2
playing	2
launched	1
kk	3
kk	3
enlightened	4
bravery	4
fortunate	4
adorable	4
wasting	-4
sentence	0
enthusiast	3
sigh	0
honours	4
totalitarian	-4
shattered	-4
perversion	-3
touted	0
eerie	-3
accidental	0
respecting	4
cheering	5
hero	5
suspend	-3
exciting	4
disturb	-4
alas	-2
unfair	-4
prick	-3
triviality	-1
woot	4
stressors	-4
admirably	5
unfocused	-4
vip	5
retarded	-5
worries	-4
gross	-4
nifty	4
steal	-4
stupidly	-4
top	2
molesters	-4
richest	5
obsessed	-1
precious	5
damn	-4
inviting	3
prettiest	5
cleverest	5
happiness	5
grandeur	5
leet	3
exclusive	1
pity	-2
entertain	3
rebellious	-2
huge	3
protesting	-4
top	2
overstatement	-2
regret	-4
passionate	5
hurter	-5
engaging	3
ominous	-3
accident	-4
havoc	-5
honor	4
betrayal	-5
disappear	-2
disgraced	-4
distressing	-4
tenderized	0
tragically	-5
gracing	3
sorrowful	-4
innocents	2
overwhelmed	0
scared	-4
hated	-6
dumber	-3
imprisoned	-4
kindly	4
advantaged	3
aching	-4
weird	-1
mindless	-4
dull	-4
prejudice	-5
messy	-3
accidental	0
opportunist	0
horrifying	-5
ashamed	-4
curious	3
improvements	3
terrifically	4
dumps	-4
torture	-5
perverted	-5
paradise	6
integrity	3
disgusted	-5
inspiration	5
seriousness	0
dynamics	2
harm	-5
smartie	3
rescue	5
intellectually	3
enrage	-5
no	-2
puking	-4
braves	4
outrage	-5
hopeless	-4
inaction	-2
festivals	3
whine	-3
hopelessly	-4
ready	3
strike	-1
meaningless	-4
dumper	-2
impresses	4
accusations	-3
opportunistically	2
lazy	-3
well	2
enemies	-4
unbelievable	2
giving	3
dumplings	0
protect	3
angered	-5
numbing	-2
deceit	-4
sedition	-4
cheaters	-4
failed	-5
accident	-4
conspiracy	-5
marvels	4
destroyer	-4
heroic	5
combat	-3
strange	-2
contempt	-5
terrorizing	-6
esteemed	4
solutions	1
thankful	5
creative	4
weaponless	0
wishing	2
blocks	-2
noob	0
amor	6
fatal	-5
charges	-2
bad	-5
vile	-6
glamorizing	4
joys	4
arguments	-4
adventures	3
gift	4
subversive	-2
lurking	-1
lurking	-1
prickliness	-1
secure	3
dumb	-5
hardship	-3
dangerously	-4
increase	3
annoy	-4
offending	-5
lawsuit	-2
pressurizes	0
damaged	-4
worse	-4
wowser	-2
wowsers	2
freeloading	-3
intricate	1
thank	3
troublemaking	-4
bless	4
freeze	0
invincible	4
excitedly	5
like	3
grrr	-1
egotist	-5
grossly	-2
domination	0
roflmao	5
tantrum	-4
heartbroken	-6
dear	3
okay	2
inconvenience	-3
youthful	3
foe	-4
adventure	3
offenses	-3
trickles	0
comedienne	1
stunning	3
bwahaha	1
create	2
bores	-3
bonus	5
stink	-4
bitterest	-5
bright	4
allow	2
great	6
kissing	5
wishes	1
dragged	0
charmed	4
admirer	4
threating	-4
charmed	4
great	6
likeable	4
thanks	4
horrifyingly	-6
kill	-6
burdened	-4
talented	5
neatest	4
envying	-2
o_o	-1
truthful	4
libertarianism	1
holidays	3
matter	0
cruelty	-5
ungratefulness	-3
fault	-4
wishes	1
depression	-5
chaotic	-4
diamond	3
masochism	-3
fatal	-5
trustees	0
misbehaves	-3
threatened	-4
weak	-4
offender	-3
competent	3
jolly	5
profitability	2
challenges	0
depression	-5
damaged	-4
overreaction	-1
failures	-4
matters	0
favorable	4
swindles	-3
bitter	-4
trivially	1
vociferous	-2
danger	-5
ruing	-3
failing	-5
angriness	-4
pressures	-3
horrifically	-5
relentless	0
divination	4
interests	2
